lp,Temp,CaO,MgO,SiO2,Fe_total,MnO,Al2O3,TiO2,V2O5
4.040855877,1668,42.8,9.58,12,17.9,5.62,2.07,0.92,1.708
4.248495242,1646,46.2,7.37,10.7,18.3,5.13,2.05,0.85,1.574
4.164725359,1662,42.6,9.83,14,15.9,4.79,1.89,1.02,1.62
4.017383521,1629,42,7.74,13.2,19,5.61,1.98,1.03,1.48
3.925268232,1624,38.4,11.43,10.8,22.5,4.72,1.93,0.77,1.063
4.85787254,1623,42,10.14,11.6,18.8,5.64,1.88,0.85,1.431
4.584967479,1609,41.7,9.34,15,18.5,4.47,1.62,0.77,0.993
4.276666119,1665,49.3,12.15,11.3,15,3.92,1.58,0.6,0.779
4.248495242,1667,42.6,12.09,14.8,14.4,4.64,3.52,0.85,1.006
4.559707812,1683,45.1,11.66,14.5,14.8,3.91,2.14,0.74,0.963
3.532533384,1636,41.8,10.81,9.8,22.9,3.95,1.07,0.55,0.781
3.81249341,1634,40.6,11.16,15.6,17.4,5.06,1.44,0.71,0.986
4.382026635,1662,38.8,10.18,10.5,22.4,4.87,2.2,0.76,1.16
4.248495242,1638,46.3,6.68,12.1,17.9,4.86,1.72,0.92,1.54
4.167369697,1635,35.3,7.67,7.7,30.5,4.15,1.36,0.51,0.986
4.58269733,1657,44,11.11,16.8,14.6,4.43,1.36,0.81,0.92
4.479400799,1637,44.6,10.44,15.8,15.2,3.78,1.44,0.74,0.903
4.627149093,1642,43.7,10.86,14.1,16.7,4.38,1.6,0.76,0.917
4.437289313,1645,43.5,10.66,15.9,15.8,4.46,1.47,0.78,0.958
4.259424313,1665,44.8,11.5,14.4,15.2,4.65,1.53,0.82,0.932
3.613167632,1689,44,11.54,17.1,13.2,4.61,1.68,0.83,0.975
4.226272105,1664,43.8,11.06,19.9,11.8,4.37,1.6,0.87,1.028
3.986924314,1652,47.5,11.65,15.2,12,4.64,1.54,0.96,1.125
3.461822003,1656,45.4,10.65,16,13.4,5.26,1.23,0.95,1.113
3.943113592,1674,47.9,12.44,15.2,11.2,4.85,1.53,0.96,1.105
4.299138975,1687,45.3,10.66,11.7,17.7,4.62,1.36,0.71,0.868
4.33073334,1662,42,12.82,11.8,18.2,5.12,1.48,0.63,0.769
4.051784948,1654,44.7,9.43,13.2,17.4,4.87,1.35,0.77,1.002
3.966090227,1650,46.4,9.91,11.3,17.1,4.69,1.75,0.79,1.326
4.2603297,1624,42.4,10.27,14.3,17.5,4.81,1.54,0.93,1.279
4.082368371,1613,38.5,12.38,11.1,20,4.48,1.51,0.76,1.144
4.682131227,1622,46.7,8.73,12.4,18.1,3.36,1.22,0.65,1.166
4.402645922,1652,39.1,11.04,13.9,18.8,5.69,1.79,0.71,0.987
4.49980967,1641,37,10.17,11.4,22.8,5.48,1.82,0.64,1.009
4.274928499,1623,40.3,8.47,12,20.4,5.76,2.01,0.73,1.238
4.675374445,1623,40.7,8.21,13.7,18.7,5.77,1.89,0.77,1.268
4.55865017,1653,40.2,10.18,12.7,19.2,5.51,1.99,0.74,1.109
4.160719631,1628,40.2,9.24,12.5,19.7,5.62,2,0.79,1.139
3.998200702,1633,38.4,9,13.1,20.4,5.96,1.95,0.89,1.119
4.364008129,1653,42.6,12.65,11.7,16.3,5.64,1.93,0.79,1.186
3.839919712,1669,35.5,10.57,12.2,20.5,6.36,1.89,0.93,1.132
4.373057965,1641,41.2,10.08,13.2,17.2,5.5,1.66,1.02,1.239
4.364008129,1669,40.3,9.64,12.5,18,5.5,1.76,0.93,1.178
4.354875646,1646,37.4,10.08,12.4,19.7,6,1.86,0.92,1.146
4.354875646,1667,41,11.21,13.1,16.8,5.59,2.05,0.86,1.142
3.947741088,1653,44.8,9.1,18.4,11.3,5.39,1.91,1.06,1.123
4.193435465,1663,42.2,9.49,14.8,15.3,5.03,1.57,0.8,0.793
3.846271628,1607,40.5,10.07,14.8,18.1,5.45,1.58,0.85,0.952
4.666863755,1626,42.1,8.25,15.5,16.8,5.43,1.86,0.91,0.907
4.422848629,1645,36.8,9.07,11.5,23.6,5.22,2.04,0.69,0.723
4.39332619,1642,38.2,9.2,12.1,23.4,5.5,1.07,0.62,0.545
4.33073334,1634,44,9.88,15.8,14.4,5.29,2.48,0.92,1.089
4.574710979,1636,41.8,9.64,13.9,19.3,4.61,1.16,0.73,0.525
4.372364724,1633,46.6,10.98,14.5,14,4.96,1.12,0.78,0.731
4.10617902,1688,42.4,10.4,13.5,18.1,4.28,2.47,0.84,0.537
4.822583063,1623,38.1,8.94,12.2,22.8,4.72,2.45,0.69,0.706
4.49980967,1647,42.6,9.09,12.8,19.8,4.54,1.87,0.7,0.689
4.094344562,1657,45.2,8.26,17.4,13,5.5,2.23,1.05,1.212
4.40107483,1650,46.2,9.85,14,15.3,5.08,1.34,0.87,1.094
4.568128914,1637,42.3,8.75,14.1,18.8,5.1,1.26,0.86,1.059
4.509860006,1625,45.1,10.69,14.7,15.7,4.88,1.07,0.79,0.549
4.787491743,1627,45,10.16,14.3,16.5,4.82,1.05,0.81,0.507
3.931825633,1625,44.9,9.75,14.8,16,4.94,1.05,0.88,0.759
4.682131227,1628,43.7,8.88,14.5,17.1,5.1,1.55,0.83,0.856
4.663439094,1635,43.3,8.69,14.3,17.2,5.05,1.59,0.84,0.846
4.623188691,1619,45.8,9.21,15.5,16.9,5.16,1.3,0.94,0.912
4.65396035,1639,45.5,9.2,13.3,16.6,5.18,1.42,0.74,0.892
4.454347296,1634,36.9,8.14,10.1,25.3,5.65,2.09,0.64,0.798
4.189654742,1673,44.9,10.62,14.6,15.7,4.87,1.05,0.79,0.545
4.605170186,1638,49.8,9.43,16.3,11.1,4.28,1.66,0.94,1.126
3.951243719,1641,44.3,9.02,16.3,15.7,5.1,1.39,0.91,0.614
5.010635294,1598,45.6,9.18,13.3,16.6,5.19,1.41,0.74,0.873
4.292170306,1624,44.6,9.45,14.8,15.2,5.62,1.18,0.95,1.09
4.509026325,1621,42.2,10.83,11.8,17.7,5.24,1.95,0.84,1.188
4.744932128,1628,46.2,9.55,11.2,17.5,4.76,1.25,0.65,0.752
4.49980967,1633,43.5,8.31,12.8,19.3,4.99,1.33,0.66,1.089
4.267363726,1625,46.2,9.87,14,15.3,5,1.41,0.87,1.104
3.970291914,1619,42.2,8.73,14.1,18.6,5.04,1.29,0.87,1.058
4.304065093,1646,45.2,9.51,17,12.9,4.62,2.28,1.07,1.221
4.191983032,1630,42.6,10.4,14.8,16.8,4.56,1.49,1.25,1.227
4.345658991,1615,44.2,9.55,16.4,14.4,4.76,1.98,1.09,1.184
4.543294782,1649,39.9,9.76,13,20.4,4.69,1.73,0.84,0.991
4.265162295,1645,45.9,11.34,13,14.4,4.71,1.98,1.28,0.908
4.382026635,1630,40,10.93,12.3,19.6,4.93,1.79,0.98,1.052
4.069026754,1647,42.9,11.09,12.6,18.1,4.98,1.89,1.12,1.007
5.768320996,1592,40.3,7.78,13.8,17.6,5.84,3.72,1.03,1.501
4.730333329,1631,40.7,10.89,12.6,18.6,5.08,2.07,0.9,1.226
4.473834184,1658,40.2,8.44,12.3,20.4,5.68,1.98,0.73,1.202
4.094344562,1630,40.7,10.89,12.6,18.6,5.08,2.07,0.9,1.226
4.658280011,1643,40.3,8.51,12,20.3,5.71,2.02,0.73,1.188
4.064491599,1647,45.4,9.58,12.6,16.9,4.56,1.6,0.63,1.01
4.17438727,1649,46.2,10.19,14.6,13.6,5.05,1.68,1.06,1.449
4.568128914,1638,44.7,10.52,12.3,16.1,5.14,1.77,1.01,1.292
4.637960009,1656,48.9,8.73,12.1,15.1,4.88,1.55,0.78,0.801
4.510859507,1621,39.5,8.06,13.2,21.9,4.66,1.48,0.93,0.965
4.971795461,1619,42,13.27,10.6,18.9,4.38,1.1,0.74,1.116
4.730333329,1630,40.7,9.83,12.2,20.5,4.7,1.61,0.81,0.999
4.477336814,1637,45.4,8.09,11.9,18.7,4.42,1.88,0.9,1.104
4.571268634,1643,44.5,10.32,12.9,17.6,4.5,1.44,0.97,1.087
4.845311314,1628,42.1,9.21,11.9,20.2,4.46,1.71,0.89,1.103
4.627149093,1651,40.9,8.14,11.5,21.8,4.61,1.76,1.06,1.131
4.082368371,1661,44,8.88,11.1,19.9,4.19,1.88,0.87,1.117
3.922494305,1666,46,10.84,12.6,14.8,4.7,1.92,0.98,1.317
4.268697949,1679,45.1,10.12,15.3,13.8,4.81,2.29,1.3,1.444
4.347341077,1648,44.5,11.33,12.5,16.6,3.79,2.39,0.97,1.135
4.227875955,1633,45,9.33,14.1,15.8,4.45,2.02,1.16,1.294
4.145116888,1660,43.9,9.64,14.8,15.5,5.1,1.95,1.15,1.301
4.605170186,1633,40.9,8.53,12.5,21.6,4.32,1.42,0.9,1.001
4.48863637,1631,39.9,10.26,12.1,20.6,4.84,1.33,1.02,1.216
4.114963849,1634,42.5,8.79,14,18.3,4.87,1.31,1.1,1.292
4.637960009,1638,42.8,10.45,13.2,17.6,4.78,1.83,1.09,1.275
4.592591404,1635,42.4,10.65,9.6,21.5,4.17,1.44,0.73,1.071
4.536177315,1640,42.6,9.28,10.3,21.2,4.26,1.57,0.83,1.162
4.360973225,1648,47.6,9.22,14.9,13.7,4.58,1.67,1.25,1.312
4.43279896,1650,46.8,10.2,15.3,13.2,4.61,1.6,1.2,1.35
4.616220022,1641,44.3,9.3,15.8,15.7,4.37,1.39,1.18,1.249
4.711779921,1618,42.5,9,13.8,18.7,4.45,1.86,1.14,1.188
4.58269733,1633,42.4,11.26,13.4,17.1,4.41,1.72,1.11,1.242
4.335506619,1660,44.7,11.6,12.7,16.7,4.27,1.22,1.05,1.156
4.073291153,1660,44.8,9.98,12.8,17.1,4.5,1.53,1.14,1.342
4.135166557,1679,43.4,10.29,13,17.3,4.84,1.75,1.21,1.459
4.238238742,1669,44,9.68,12.8,17.4,4.7,1.81,1.21,1.359
4.402645922,1662,42.7,7.74,12.1,19.1,4.71,2.52,1.24,1.472
4.59511985,1646,44,7.93,12,19,4.65,2.09,1.1,1.439
4.268697949,1663,40.8,9.19,12.1,19.9,5.08,1.81,1.15,1.464
4.10617902,1637,33.9,8.52,9.5,28.7,4.55,1.76,0.62,0.557
4.062595864,1639,39,12.11,9.7,20.5,5.17,1.54,0.68,1.3
4.727387819,1658,45.6,8.05,12.5,19.3,3.46,1.76,0.73,0.67
3.979681654,1652,39.3,8.82,12.5,21.1,5.17,2.38,0.82,1.207
4.525127478,1629,42.4,8.6,13,18.9,3.91,3.14,0.78,0.675
4.419766963,1658,41.7,8.95,14.4,17.4,5.11,2.29,1.5,1.537
3.726619782,1643,40.7,11.12,13,16.7,5.55,2.11,0.86,1.138
4.345658991,1662,43.5,8.31,12.8,19.2,4.96,1.37,0.66,1.06
4.663439094,1630,43.7,8.76,14,16.6,5.11,2.11,1.36,1.591
4.614220022,1655,43.2,9.48,12,17.9,5.08,1.97,1.15,1.581
4.348125083,1641,40.3,8.54,12,20.3,5.72,2.01,0.73,1.194
4.521788577,1641,37.5,9.5,12.8,21.3,4.66,2.75,1.27,1.422
4.627149093,1629,35.8,8.2,9.6,26.4,4.42,2.69,0.92,1.305
4.354875646,1648,42.5,10.29,14,16.3,5.11,1.69,1.18,1.676
4.285882774,1653,43.2,7.98,14.1,17,5.03,1.97,1.42,1.628
4.123332099,1634,42.4,9.95,16.5,14.3,5.26,2,1.39,1.614
4.292170306,1647,44.3,10.12,14.6,14.1,5.12,2.02,1.37,1.784
4.183956721,1657,46.7,11.84,13.6,13.3,4.76,1.28,1.29,1.564
4.257384189,1654,45.9,10.38,14.1,13.5,4.84,1.84,1.31,1.67
3.723970774,1671,42.6,10.35,14.8,16.7,4.61,1.46,1.24,1.22
4.352756252,1657,46.8,10.2,15.4,13.1,4.64,1.63,1.2,1.345
4.543294782,1651,47.6,9.25,14.9,13.7,4.55,1.67,1.25,1.335
4.187126296,1695,42.4,10.61,9.6,21.5,4.14,1.46,0.74,1.079
3.958008119,1649,37.3,12.23,11.5,22,5.31,1.54,1.21,1.383
4.616220022,1630,39.6,11.41,11.8,20,4.89,1.54,1.15,1.302
4.722953222,1623,40.5,10.95,12,19.8,4.64,1.76,1.1,1.303
4.49980967,1632,38.6,9.52,13.4,20.5,4.66,2.07,1.05,1.321
4.529662633,1647,41.7,9.95,12.4,18.8,4.79,2.03,1.19,1.403
4.248495242,1624,44.4,11.22,13.1,16.4,3.79,2.61,0.96,1.121
4.237445406,1639,39.9,10.14,12.4,20.6,4.88,1.38,1.02,1.187
4.469038012,1615,45.4,9.65,11.1,18.9,3.58,1.78,0.88,1.215
4.886582645,1615,38.3,8.06,13.9,21.2,5.19,1.58,1.19,1.454
4.605170186,1648,37,6.63,12.8,24.4,4.73,1.52,1.07,1.401
4.404499491,1663,39.7,8.95,11.4,21.6,4.54,2.06,1.18,1.325
4.55865017,1655,38.2,9.05,11.6,21.5,5.34,1.88,1.1,1.419
4.114963849,1623,39.8,8.27,13.5,20.5,4.62,1.72,1.11,1.402
4.549080719,1655,37.9,7.67,13.9,21.3,4.98,2.42,1.23,1.506
4.718498871,1633,44.6,8.91,13.8,15.8,4.88,1.7,1.35,1.698
4.248495242,1646,46.3,9.49,15.9,13,4.64,1.7,1.52,1.743
4.348125083,1636,44.5,9.82,15.6,14.2,4.57,1.72,1.42,1.645
3.940193882,1640,45.7,10.5,14.4,14.6,4.48,1.71,1.46,1.621
4.169852115,1660,49,10,14.2,12,4.18,1.81,1.5,1.75
4.740089504,1628,42.6,8.26,13.3,18.7,4.49,2.16,1.14,1.448
4.049493996,1628,37.5,7.37,13.6,22.6,5.21,1.83,0.89,1.189
4.291512627,1663,44.6,9.23,10.2,19.5,4.32,1.67,1.02,1.455
4.616220022,1635,45.6,8.63,16.7,14.5,3.85,1.73,1.36,1.436
4.672828834,1645,40,7.74,13.7,19.6,5.3,2.06,1.33,1.635
4.710530702,1649,42.8,8.84,12.3,20.1,4.64,1.32,1.21,1.501
4.382026635,1649,42.9,9.86,13.2,17.8,4.16,1.91,1.07,1.297
4.49980967,1670,43.9,8.99,13.6,15.8,4.54,1.81,1.18,1.579
4.690327994,1652,40.1,9.94,13.5,19.6,4.59,1.54,1.14,1.516
4.543294782,1627,39.5,8.03,12.5,20.4,4.44,1.54,1.19,1.422
4.238925791,1669,44.9,12.19,13.5,14.3,4.71,1.8,1.27,1.567
4.426478397,1656,42.2,8.47,13.2,19.6,4.28,1.59,1.1,1.363
3.90197267,1675,47.2,9.33,12.6,16.2,4.47,1.17,1.12,1.428
4.49980967,1659,46.5,8.49,12.4,17.8,4.22,1.27,1.15,1.23
4.469038012,1656,45.6,7.71,11.9,18.9,4.14,1.6,1.08,1.335
4.05862648,1625,42.3,9.92,12.6,18.7,4.45,1.51,0.96,1.533
4.270235229,1658,43.8,9.96,12.9,17.6,4.26,1.76,1.29,1.393
4.347341077,1680,47.1,9.16,12.4,17.1,3.97,1.17,1.17,1.266
4.238238742,1666,42.4,11.66,11.4,17.8,4.6,1.39,1.02,1.452
4.001971242,1631,39.5,10.21,14.8,18.6,4.72,1.41,1.26,1.364
4.317488114,1641,46.7,13.32,13.2,13.3,4.21,1.33,1.19,1.241
4.733003557,1637,49.5,8.12,13.4,13.5,4.63,1.56,1.16,1.821
4.777020443,1636,45.2,10.99,12,16.4,4.6,1.73,0.99,1.296
4.616220022,1665,46.3,10.7,11.1,17,4.25,1.92,1.04,1.308
4.199705078,1639,43.2,9.62,12.4,18.3,4.47,1.9,1.16,1.452
4.238925791,1653,44.5,8.96,13.2,16.6,4.68,1.83,1.26,1.569
4.412798293,1649,41.9,9.97,12.8,17.8,4.74,2.03,1.22,1.474
4.49980967,1653,44,10.22,12.1,17.4,4.77,1.77,1.22,1.54
4.690327994,1628,42.2,10.64,12.1,18.7,4.58,1.4,1.15,1.429
4.412798293,1634,42,10.14,12.9,18,4.79,2.14,1.21,1.461
5.095793102,1627,44.5,15.25,13,12.8,4.74,1.56,1.29,1.431
4.574710979,1643,43.9,10.79,12.4,16.8,4.96,1.79,1.08,1.401
4.682131227,1649,42.7,7.46,12.8,18.4,5.41,2.21,1.21,1.619
4.469038012,1651,38.5,13,11.5,19.2,5.53,1.96,1.07,1.345
4.509026325,1656,46.7,10.39,12.5,15.1,4.69,1.3,1.16,1.601
4.342805922,1649,45.5,12.65,12.3,14.8,4.88,1.76,1.14,1.512
4.545066262,1655,45.6,9.56,13.6,14.1,5.17,1.55,1.29,1.724
4.527208645,1638,42,11.1,11.1,17,5.62,1.53,1.05,1.661
4.239526572,1639,43.1,9.49,12.5,16.2,5.25,1.71,1.23,1.684
5.054120406,1621,42.7,10.01,11.7,19.4,5.12,1.78,1,1.373
4.332755586,1643,44.4,9.89,11.6,18,4.88,1.67,1.05,1.474
4.342805922,1648,43.2,9.03,12.3,18.2,5.07,2.13,1.13,1.538
4.79785453,1630,44.2,9.05,9.6,19.8,5.13,1.64,0.92,1.456
4.317488114,1650,45.1,13.99,11,14.8,5.49,0.95,1.02,1.606
4.452407431,1657,42.6,9.94,11.6,18.5,5.39,1.81,1.06,1.525
4.248495242,1666,40.6,12.15,11.3,18.5,5.55,2.4,0.98,1.434
4.553876892,1636,39.4,11.07,11.5,21.8,5.42,1.66,1.15,1.535
4.663439094,1636,45.2,13.08,11.1,15.3,5.51,0.97,1.07,1.647
4.615120517,1644,45.2,11.52,11.9,15.3,5.05,2.05,1.04,1.583
4.43279896,1688,42.5,10.04,12.3,18.2,5.35,1.8,1.07,1.518
3.980231255,1647,34.8,11.26,9.2,24.5,5.77,2.26,0.85,1.407
4.629862799,1642,41.2,8.36,11.2,21.7,4.99,1.42,0.87,1.317
4.390915582,1660,49,9.43,13.3,12.9,4.75,1.72,1.41,1.832
4.037186148,1634,38.9,9.08,14.4,18.7,5.63,2.64,1.28,1.638
4.040277341,1632,44.9,9.81,13.9,14.8,5.02,2.2,1.31,1.697
4.682131227,1639,47.6,8.99,11.9,15.4,4.77,1.69,1.08,1.589
4.55865017,1632,41.9,10.48,11.9,18.7,5.17,1.19,1.02,1.515
4.621699488,1637,42.3,7.31,13.6,18.5,5.63,1.96,1.22,1.832
4.481117537,1636,39.8,9.14,12.4,20.2,5.64,1.88,1.13,1.547
4.458566712,1656,42.8,7.97,11.3,19.4,4.98,2.01,1.03,1.428
4.65396035,1640,36.1,6.32,9.5,27.9,4.76,2.3,0.85,1.28
4.288500577,1634,42.9,6.91,9.9,21.6,5.14,1.96,0.95,1.535
4.605170186,1634,46.2,7.99,13,16.4,4.54,2.21,1.14,1.483
4.539418808,1647,42.3,6.84,12.2,20.1,5.22,1.65,1.1,1.517
4.65396035,1638,45.8,7.66,13,16,5.41,2.27,1.33,1.622
4.402645922,1647,43,7.84,12.1,19,5.45,1.86,1.48,1.514
4.605170186,1644,43.1,7.36,12.5,18.8,5.83,1.44,1.26,1.689
4.615120517,1652,41.8,7.39,11.3,20,5.2,2.57,1.05,1.601
4.304065093,1692,47.5,7.34,9.6,20.2,4.22,1.61,0.89,1.152
4.722953222,1649,44.3,8.71,10.3,19.5,4.71,1.35,0.95,1.345
4.471638793,1646,44.9,9.6,12.9,15.8,5.29,1.99,1.2,1.569
4.787491743,1640,45.1,6.95,12.2,19.2,4.87,1.47,1.05,1.356
4.301983927,1630,43.8,16.02,12.6,13.1,5.19,1.41,1.2,1.484
5.010635294,1626,41.1,8.46,11.2,20.7,4.61,1.34,0.97,1.211
4.549080719,1633,43.6,8.5,12.9,17.9,5.36,1.57,1.14,1.497
4.489657299,1643,41.8,8.55,12,19.7,5.33,1.72,1.05,1.35
4.372364724,1658,41.7,7.39,11.6,21,5.21,1.46,1.04,1.526
4.766438334,1620,40.2,7.36,11.4,22.8,4.73,1.92,0.99,1.414
4.669708707,1651,42.3,7.65,12.5,20.3,4.77,1.57,1.06,1.461
4.669708707,1627,41.3,9.53,11.7,22.9,4.99,2.01,1.01,1.347
4.529662633,1642,43.9,8.2,12.7,18.3,4.88,1.87,1.24,1.477
4.392389422,1668,44.4,7.82,11.4,19.4,4.79,2.03,1.02,1.416
4.509860006,1649,41.9,7.34,12,20.8,5.14,1.99,1.13,1.5
4.759320866,1634,43.3,7.25,12.2,19.7,5.24,2.01,1.11,1.556
4.672828834,1625,37.3,9.47,14.6,18.8,6.18,2.57,1.3,1.689
4.596037702,1655,46.6,10.39,12.6,15.1,4.71,1.31,1.16,1.606
4.663439094,1671,42.8,8.83,13.7,18.1,5.57,2,1.19,1.609
4.648655298,1655,42.9,10,11.8,19.4,5.02,1.83,1,1.379
4.787491743,1652,42.8,7.45,12.9,18.5,5.42,2.26,1.22,1.647
4.617592706,1641,42.4,6.59,10.4,23.6,4.75,1.26,1,1.195
4.574710979,1647,46.7,10.4,11.9,16.2,5,1.23,1.07,1.48
4.280930518,1663,44.5,8.47,12.2,17.7,4.96,1.91,1.2,1.421
4.21497255,1649,41.7,7.86,11.6,21.3,4.65,1.82,1.08,1.322
4.191983032,1703,42.1,7.63,10.5,21.7,4.65,1.66,1.01,1.351
4.58269733,1641,42.9,6.56,11.2,22.4,5.01,2.42,0.94,1.299
4.905274778,1604,39.5,8.04,11.2,23.5,4.6,1.75,1,1.128
4.426478397,1645,41.5,8.5,12.6,19.5,5,2.5,1.22,1.311
4.451019506,1647,48.1,9.76,16,12.3,5.51,2.52,1.45,1.741
4.268697949,1640,38.1,7.03,11.5,24.5,5.3,2.03,1.15,1.527
3.995904489,1657,50.5,8.25,10,16.8,4.44,1.4,1.03,1.31
4.148411783,1670,47.3,8.68,11.2,17.3,4.85,1.12,1.13,1.487
4.43279896,1640,43,8.67,13,18.7,5.36,1.42,1.19,1.454
4.841558964,1622,42.3,7.43,13.2,19.3,5.69,1.36,1.29,1.603
4.336356598,1643,40,7.89,12.3,21,5.65,1.64,1.23,1.508
3.626637145,1666,45.8,9.65,12.9,14.9,4.77,2.4,1.31,1.717
4.22926388,1660,41.5,7.46,11.3,21.4,4.75,1.88,1.23,1.584
4.402645922,1700,41.8,10.64,12.9,17.5,4.84,2.49,1.22,1.511
4.391596086,1692,38,7.73,14.2,21.4,4.97,2.48,1.23,1.486
4.469038012,1636,41.1,7.52,12.4,20.7,4.94,1.83,1.19,1.42
4.845311314,1674,45.2,7.2,10.5,19.5,6.14,1.36,0.89,1.383
4.624972813,1629,45.6,9.4,11.7,17.2,5.64,1.16,1.08,1.53
4.509860006,1672,43.8,7.26,11.6,20.1,4.93,1.46,1.04,1.547
4.307918663,1646,44.2,8.58,12.1,18,5.41,2.03,1.2,1.57
4.137829674,1671,45.6,7.52,10.9,19,4.44,1.66,0.92,1.435
4.605170186,1669,48.1,10.56,11.9,13.9,4.86,1.49,1,1.661
4.766438334,1639,42.5,9.74,11.4,19.7,4.81,1.74,0.98,1.433
4.79785453,1633,46.8,9.4,12.4,16.1,4.9,1.5,1.14,1.445
4.834011758,1640,46.3,6.43,10.7,20.4,4.7,1.09,1.06,1.308
4.571268634,1636,40.3,11.33,12.3,19.7,5.07,1.24,1.05,1.241
4.709530201,1627,42.8,8.65,13.5,17.6,5.6,1.39,1.27,1.582
4.258647614,1662,46,9.3,12.5,16.3,4.89,1.39,1.18,1.48
4.559707812,1646,41.6,8.83,12.4,20.4,5,1.28,1.13,1.211
4.81102224,1623,42.4,9.79,11.2,20.3,4.84,1.11,1.05,1.225
4.615120517,1625,43.9,9.54,13.7,16.3,5.43,1.38,1.18,1.377
4.584967479,1642,40.4,8.19,12.3,21.4,5.26,1.38,1.08,1.435
4.217404655,1653,45.6,9.04,14.1,15.8,5.19,1.27,1.24,1.403
4.553876892,1646,41.8,7.81,14.1,19.4,5.31,1.58,1.24,1.375
4.123332099,1632,41.3,8.5,17.1,16,6.02,1.43,1.48,1.562
4.509860006,1638,39.6,8.34,14.6,19.2,5.8,1.44,1.3,1.478
4.521788577,1651,40,7.92,12,20.4,5.11,1.97,1.03,1.369
4.189654742,1676,42.4,10.02,12.9,16.8,5.29,1.49,1.19,1.607
4.160719631,1643,38.8,8.79,12.3,20.7,6.01,1.5,1.1,1.537
4.304065093,1630,42.4,9.29,11.3,18.9,5.78,1.47,1.09,1.707
4.489657299,1645,41.7,7.85,12.5,19.3,5.41,1.89,1.08,1.42
4.632077639,1629,43,8.32,11.6,17.2,5.28,1.83,1.01,1.569
4.142200583,1691,47,9.78,12.7,14.8,5.12,1.64,1.17,1.648
4.321922711,1643,49.5,10.95,11.8,13.7,5.13,1.3,1.03,1.673
4.452407431,1625,44.8,12.01,13.5,14.3,4.7,1.83,1.27,1.562
4.322603214,1642,40.4,8.19,12.3,21.6,5.27,1.43,1.08,1.455
4.877103901,1626,38.3,9.09,11.7,21.8,5.41,1.92,1.1,1.437
4.183956721,1654,41.3,8.53,17,16,5.96,1.44,1.48,1.579
4.237445406,1648,36.8,6.86,11.3,25.9,5.1,1.46,1.11,1.364
4.442651256,1673,42.5,10.24,13.6,16.9,5.32,1.5,1.2,1.503
4.392389422,1642,45.5,8.43,13.9,16.6,4.71,1.54,1.14,1.351
4.317488114,1661,46,8.5,15.1,14.9,5.13,1.6,1.39,1.58
3.979681654,1639,45.8,9.13,13.9,15.5,5.17,1.67,1.29,1.584
4.313033763,1662,46.4,8.22,11.8,16.2,5.48,2.03,1.12,1.637
4.481117537,1704,41.8,10.05,14.1,15.9,5.62,2.91,1.35,1.637
4.137829674,1656,41.8,7.93,11.7,20.2,5,2.29,1.18,1.464
4.382026635,1652,38.3,9.14,9.9,22.7,5.4,1.59,0.96,1.355
4.593996885,1620,35.8,8.03,9.6,26.1,5.18,2.64,0.85,1.32
4.787491743,1602,37.2,7.58,8.1,29,3.83,1.58,0.56,0.897
4.127134385,1623,34.2,9.24,11.2,25.4,5.1,1.84,1.01,1.263
4.634728988,1619,37.7,8.35,13,21.5,5.96,1.8,1.19,1.432
4.103561217,1609,38.9,8.83,14,19.7,5.74,1.29,1.23,1.574
4.548011772,1662,43.7,8.91,11.8,19.3,4.79,1.42,1.12,1.35
4.58269733,1652,42.1,9.67,10.4,20.2,5.07,2.04,0.94,1.329
4.543294782,1649,42.1,9.23,11.6,19.7,5.04,2.07,0.99,1.461
4.527208645,1642,43.9,9.19,12.1,16.9,5.43,2.78,1.07,1.682
4.045554398,1662,36.7,9.12,8.1,27.5,4.34,1.26,0.74,1.291
4.219507705,1673,42,9.62,10.9,19.1,5.7,1.8,1.04,1.678
4.564348191,1660,43.8,7.36,12,19.2,5.12,2.02,1.05,1.59
4.116323469,1639,40.7,9.38,10.2,21.3,5.45,1.91,0.91,1.483
4.489657299,1631,38.2,9.78,11.8,22.1,5.28,1.45,0.9,1.394
4.350277936,1632,38.4,10.48,11.9,21.5,5.42,1.73,0.97,1.393
3.943113592,1673,45.1,9.52,12.5,16.2,5.3,2.19,1.32,1.685
4.33946702,1637,39,11.05,11,20.7,5.59,1.76,1.12,1.467
4.734003058,1644,41.1,8.56,10.2,21.5,5.34,1.82,1.1,1.411
5.05715531,1618,41.7,6.98,11.7,21,5.8,1.79,1.02,1.65
4.512079763,1648,43.7,7.29,10.7,21.3,4.86,1.68,0.97,1.275
4.571268634,1650,46.5,7.84,9.9,19.1,4.71,1.94,0.85,1.4
4.402645922,1629,44,8.92,12.5,17,5.24,1.72,1.34,2.241
4.48863637,1628,42.9,10.51,11.4,18.1,5.32,1.36,1.26,2.075
4.442651256,1644,36.5,12.61,10.1,21.1,5.02,1.48,1.09,1.898
4.236519051,1654,42.9,10.21,11.5,18.2,4.95,1.37,1.3,1.95
4.183956721,1661,44.6,8.58,12.6,15.3,5.41,2.7,1.39,2.384
4.248495242,1665,44.6,9.91,12.9,14.7,5.58,1.94,1.51,2.584
4.083873262,1668,45.1,9.23,12.4,13,5.05,1.13,1.47,2.33
4.527208645,1638,37.8,7.86,10.4,24,4.91,2,1.1,1.733
